G07018,Asamannur,
G07019,Mudakkuzha,
G07020,Vengoor,
G07021,Rayamangalam,
G07022,Koovappady,
G07023,Okkal,
G07024,Vengola,
G07025,Vazhakkulam,
G07026,Kizhakkambalam,
G07027,Choornikkara,
G07028,Edathala,
G07029,Keezhmadu,
G07030,Kadamakkudy,
G07031,Cheranallur,
G07032,Mulavukadu,
G07033,Elamkunnapuzha,
G07034,Njarakkal,
G07035,Nayarambalam,
G07036,Edavanakad,
G07037,Pallippuram,
G07038,Kuzhuppilly,
G07039,Chellanam,
G07040,Kumbalanghy,
G07041,Kumbalam,
G07042,Udayamperoor,
G07043,Mulamthuruthy,
G07044,Chottanikara,
G07045,Edakkattuvayal,
G07046,Amballur,
G07047,Maneedu,
G07048,Poothrikka,
G07049,Thiruvaniyoor,
G07050,Vadavucode-Puthencruz,
G07051,Mazhuvannur,
G07052,Aikkaranadu,
G07053,Kunnathunad,
G07054,Paingottoor,
G07055,Nellikuzhy,
G07056,Pindimana,
G07057,Kavalangad,
G07058,Varapetty,
G07059,Keerampara,
G07060,Pothanikkad,
G07061,Pallarimangalam,
G07062,Kuttampuzha,
G07063,Kottapady,
G07064,Elanji,
G07066,Thirumaradi,
G07068,Palakuzha,
G07069,Pampakuda,
G07070,Ramamangalam,
G07071,Chengamanadu,
G07072,Nedumbassery,
G07073,Parakkadavu,
G07074,Kunnukara,
G07075,Sreemoolanagaram,
G07076,Puthenvelikara,
G07077,Avoly,
G07078,Arakkuzha,
G07079,Paipra,
G07080,Kalloorkad,
G07081,Ayavana,
G07082,Manjallur,
G07083,Marady,
G07084,Valakom,
G11001,Azhiyur,
G11002,Chorode,
G11003,Eramala,
G11004,Onchiyam,
G11005,Chekkiad,
G11006,Purameri,
G11007,Thuneri,
G11008,Valayam,
G11009,Vanimel,
G11010,Edacheri,
G11011,Nadapuram,
G11012,Kunnummal,
G11013,Velom,
G11014,Kayakkodi,
G11015,Kavilumpara,
G11016,Kuttiady,
G11017,Maruthonkara,
G11018,Naripatta,
G11019,Ayancheri,
G11020,Villiappally,
G11021,Maniyur,
G11022,Thiruvallur,
G11023,Thurayur,
G11024,Keezhariyur,
G11025,Thikkodi,
G11027,Meppayur,
G11028,Cheruvannur,
G11029,Nochad,
G11030,Changaroth,
G11031,Kayanna,
G11032,Koothali,
G11033,Perambra,
G11034,Chakkittappara,
G11035,Balussery,
G11036,Naduvannur,
G11037,Kottur,
G11038,Ulliyeri,
G11039,Unnikulam,
G11040,Panangad,
G11041,Koorachundu,
G11042,Chemanchery,
G11043,Arikkulam,
G11044,Moodadi,
G11045,Chengottukave,
G11046,Atholi,
G11047,Kakkodi,
G11048,Chelannur,
G11049,Kakkur,
G11050,Nanmanda,
G11051,Narikkuni,
G11052,Thalakkulathur,
G11053,Thiruvambady,
G11054,Koodaranhi,
G11055,Kizhakkoth,
G11056,Madavoor,
G11058,Puthuppadi,
G11059,Thamarassery,
G11060,Omasery,
G11061,Kattippara,
G11062,Kodenchery,
G11063,Kodiyathur,
G11064,Kuruvattur,
G11065,Mavoor,
G11066,Karasseri,
G11067,Kunnamangalam,
G11068,Chathamangalam,
G11070,Peruvayal,
G11071,Perumanna,
G11072,KADALUNDI,
G11075,Olavanna,
G06001,Adimali,
G06002,Konnathady,
G06003,Baisonvalley,
G06004,Vellathooval,
G06005,Pallivasal,
G06006,Marayoor,
G06007,Munnar,
G06008,Kanthalloor,
G06009,Vattavada,
G06010,Santhanpara,
G06011,Chinnakanal,
G06012,Mankulam,
G06013,Devikulam,
G06014,Edamalakudy,
G06015,Pampadumpara,
G06016,Senapathy,
G06017,Karunapuram,
G06018,Rajakkad,
G06019,Nedumkandom,
G06020,Udumbanchola,
G06021,Rajakumary,
G06022,Vannappuram,
G06023,Udumbannoor,
G06024,Kodikulam,
G06025,Alakode,
G06026,Velliyamattom,
G06027,Karimannoor,
G06028,Kudayathoor,
G06029,Idukki-Kanjikuzhy,
G06030,Vathikudy,
G06031,Arakulam,
G06032,Kamakshy,
G06033,Vazhathope,
G06034,Mariyapuram,
G06036,Upputhara,
G06037,Vandanmedu,
G06038,Kanchiyar,
G06039,Erattayar,
G06040,Ayyappancoil,
G06041,Chakkupallam,
G06042,Kumaramangalam,
G06043,Muttom,
G06044,Edavetty,
G06045,Karimkunnam,
G06046,Manakkad,
G06047,Purapuzha,
G06048,Peruvanthanam,
G06049,Kumily,
G06050,Kokkayar,
G06051,Peermade,
G06052,Elappara,
G06053,Vandiperiyar,
G02001,Oachira,
G02002,Kulasekharapuram,
G02003,Thazhava,
G02004,Clappana,
G02005,Alappad,
G02006,Thodiyoor,
G02007,Sasthamcotta,
G02008,West Kallada,
G02009,Sooranad South,
G02010,Poruvazhi,
G02011,Kunnathur,
G02012,Sooranad North,
G02013,Mynagappally,
G02014,Ummannoor,
G02015,Vettikavala,
G02016,Melila,
G02017,Mylom,
G02018,Kulakkada,
G02019,Pavithreswaram,
G02020,Vilakkudy,
G02021,Thalavoor,
G02022,Piravanthur,
G02023,Pattazhi Vadakkekara,
G02024,Pattazhi,
G02025,Pathanapuram,
G02026,Kulathupuzha,
G02027,Yeroor,
G02028,Alayaman,
G02029,Anchal,
G02030,Edamulakkal,
G02031,Karavaloor,
G02032,Thenmala,
G02033,Aryankavu,
G02034,Veliyam,
G02035,Pooyappally,
G02036,Kareepra,
G02037,Ezhukone,
G02038,Neduvathur,
G02041,Thrikkaruva,
G02042,Panayam,
G02043,Perinad,
G02044,Kundara,
G02045,Perayam,
G02046,East Kallada,
G02047,Mandrothuruthu ,
G02048,Thekkumbhagam,
G02049,Chavara,
G02050,Thevalakkara,
G02051,Panmana,
G02052,Neendakara,
G02053,Mayyanad,
G02054,Elampalloor,
G02055,Thrikkovilvattom,
G02056,Kottamkara,
G02057,Nedumpana,
G02058,Chithara,
G02059,Kadakkal,
G02060,Chadayamangalam,
G02061,Ittiva,
G02062,Velinalloor,
G02063,Elamadu,
G02064,Nilamel,
G02065,Kummil,
G02066,Poothakkulam,
G02067,Kalluvathukkal,
G02068,Chathannur,
G02069,Adichanalloor,
G02070,Chirakkara,
G13001,Cheruthazham,
G13002,Madayi,
G13003,Ezhome,
G13004,Cherukunnu,
G13005,Mattool,
G13006,Kannapuram,
G13007,Kalliassery,
G13008,Narath,
G13009,Cherupuzha,
G13010,Peringome Vayakkara,
G13011,Eramam- Kuttoor,
G13012,Kankole- Alapadamba,
G13013,Karivellur- Peralam,
G13014,Kunhimangalam,
G13015,Ramanthali,
G13016,Udayagiri,
G13017,Alakode,
G13018,Naduvil,
G13019,Chapparapadavu,
G13020,Chengalayi,
G13021,Kurumathoor,
G13022,Pariyaram,
G13023,Pattuvam,
G13024,Kadannappalli- Panappuzha,
G13025,Irikkur,
G13026,Eruvessy,
G13027,Malappattam,
G13028,Payyavoor,
G13029,Mayyil,
G13031,Padiyoor ,
G13032,Ulikkal,
G13033,Kuttiattoor,
G13034,Chirakkal,
G13037,Valapattanam,
G13038,Azheekode,
G13039,Pappinissery,
G13040,Kolachery,
G13041,Munderi,
G13045,Chembilode,
G13046,Kadambur,
G13047,Peralassery,
G13048,Muzhappilangad,
G13049,Vengad,
G13050,Dharmadam,
G13051,Eranholi,
G13052,Pinarayi,
G13053,New Mahe,
G13054,Ancharakandy,
G13055,Thripangottoor,
G13056,Chittariparamba,
G13057,Pattiam,
G13058,Kunnothuparamba,
G13059,Mangattidam,
G13060,Kottayam,
G13061,chockli,
G13065,Panniyannur,
G13066,Mokeri,
G13067,Kadirur,
G13068,Aralam,
G13069,Ayyankunnu,
G13070,Keezhallur,
G13071,Thillankeri,
G13072,Koodali,
G13073,Payam,
G13075,Kanichar,
G13076,Kelakam,
G13077,Kottiyoor,
G13078,Muzhakkunnu,
G13079,Kolayad,
G13080,Malur,
G13081,Peravoor,
G09001,Anakkara,
G09002,Chalissery,
G09003,Kappoor,
G09004,Nagalassery,
G09005,Pattithara,
G09006,Thirumittakode,
G09007,Thrithala,
G09008,Koppam,
G09009,Kulukkallur,
G09010,Muthuthala,
G09011,Ongallur,
G09013,Thiruvegappura,
G09014,Vilayur,
G09015,Paruthur,
G09016,Ambalapara,
G09017,Ananganadi,
G09018,Chalavara,
G09019,Lekkidi-Perur,
G09020,Vaniyamkulam,
G09021,Thrikkadeiri,
G09022,Vallapuzha,
G09023,Nellaya,
G09025,Kadampazhipuram,
G09026,Karimpuzha,
G09027,Sreekrishnapuram,
G09028,Vellinezhi,
G09029,Karakurissi,
G09030,Thachanattukara,
G09031,Pookkottukavu,
G09032,Alanallur,
G09033,Karimba ,
G09034,Kottoppadam,
G09035,Kumaramputhur,
G09036,Kanjirapuzha,
G09038,Thachampara,
G09039,Thenkara,
G09040,Agali,
G09041,Pudur,
G09042,Sholayur,
G09043,Pirayiri,
G09044,Mundur,
G09045,Kongad,
G09046,Keralasseri,
G09047,Mannur,
G09048,Mankara,
G09049,Parli,
G09050,Kottayi,
G09051,Kuthanur,
G09052,Kuzhalmannam,
G09053,Mathur,
G09054,Peringottukurissi,
G09055,Thenkurissi,
G09056,Kannadi,
G09057,Eruthempathy,
G09058,Kozhinjampara,
G09059,Nalleppilly,
G09060,Perumatty ,
G09061,Vadakarapathy,
G09062,Elappully,
G09063,Polpully,
G09064,Kollengode,
G09065,Koduvayur,
G09066,Muthalamada,
G09067,Pudunagaram,
G09068,Vadavannur,
G09069,Peruvemba,
G09070,Pattanchery,
G09071,Ayiloor,
G09072,Nelliyampathy,
G09073,Elavanchery,
G09074,Pallassana,
G09075,Melarcode,
G09076,Nemmara,
G09077,Vandazhi,
G09078,Akathethara,
G09079,Malampuzha,
G09080,Marutha Road,
G09081,Puduppariyaram,
G09082,Pudusserri,
G09083,Kodumba,
G09084,Alathur,
G09085,Erimayoor,
G09086,Kavassery,
G09087,Kizhakkanchery,
G09088,Puthukode,
G09089,Tarur,
G09090,Vadakkenchery,
G09091,Kannambra,
G05001,Thalayazham,
G05002,Chempu,
G05003,Maravanthuruthu,
G05004,T V Puram,
G05005,Vechoor,
G05006,Udayanapuram,
G05007,Kaduthuruthy,
G05008,Kallara,
G05009,Mulakkulam,
G05010,Njeezhoor,
G05011,Thalayolaparambu,
G05012,Velloor,
G05013,Neendoor,
G05014,Kumarakom,
G05015,Thiruvarppu,
G05016,Arpookkara,
G05017,Athirampuzha,
G05019,Aymanam,
G05020,Kadaplamattom,
G05021,Marangattupally,
G05022,Kanakkary,
G05023,Veliyannoor,
G05024,Kuravilangadu,
G05025,Uzhavoor,
G05026,Ramapuram,
G05027,Manjoor,
G05028,Bharananganam,
G05029,Karoor,
G05030,Kozhuvanal,
G05031,Kadanadu,
G05032,Meenachil,
G05033,Mutholy,
G05034,Melukavu,
G05035,Moonnilavu,
G05036,Poonjar,
G05037,Poonjar Thekkekkara,
G05039,Teekoy,
G05040,Thalanadu,
G05041,Thalappalam,
G05042,Thidanadu,
G05043,Akalakkunnam,
G05044,Elikkulam,
G05045,Kooroppada,
G05046,Pampady,
G05047,Pallickathodu,
G05048,Manarcadu,
G05049,Kidangoor,
G05050,Meenadom,
G05051,Madappally,
G05052,Paippadu,
G05053,Thrikkodithanam,
G05054,Vakathanam,
G05055,Vazhappally,
G05056,Chirakkadavu,
G05057,Kangazha,
G05058,Nedumkunnam,
G05059,Vellavoor,
G05060,Vazhoor,
G05061,Karukachal,
G05062,Manimala,
G05063,Erumely,
G05064,Kanjirappally,
G05065,Koottickal,
G05066,Mundakayam,
G05067,Koruthode,
G05068,Parathodu,
G05069,Kurichy,
G05070,Panachikadu,
G05071,Puthuppally,
G05072,Vijayapuram,
G05073,Ayarkunnam,
G10078,Edarikkode,
G10077,Oorakam,
G10076,Kannamangalam,
G10075,Vengara,
G10074,Thennela,
G10073,Parappur,
G10072,Abdurehman Nagar,
G10071,Perumanna Clari,
G10070,Valavannur,
G10069,Thanalur,
G10068,Niramaruthoor,
G10067,Ozhoor,
G10066,Cheriyamundam,
G10065,Ponmundam,
G10063,Kalpakancheri,
G10061,Kuttippuram,
G10060,Marakkara,
G10059,Irumbiliyum,
G10058,Edayur,
G10057,Athavanad,
G10056,Mankada,
G10055,Makkaraparamba,
G10054,Moorkanad,
G10053,Puzhakkatiri,
G10052,Koottilangadi,
G10051,Kuruva,
G10050,Angadippuram,
G10049,Pulamanthole,
G10048,Vettathur,
G10047,Thazhekkode,
G10046,Keezhattur,
G10045,Melattur,
G10044,Elamkulam,
G10043,Aliparamba,
G10042,Kodur,
G10041,Othukkungal,
G10040,Pookkottur,
G10039,Ponmala,
G10038,Morayur,
G10037,Anakayam,
G10036,Edavanna,
G10035,Pulpetta,
G10034,Cheacode,
G10033,Kuzhimanna,
G10032,Keezhuparamba,
G10031,Kavannur,
G10030,Urangattiri,
G10029,Areacode,
G10028,Edapatta,
G10027,Karulai,
G10026,Amarambalam,
G10025,Thuvvur,
G10024,Karuvarakundu,
G10023,Chokkad,
G10022,Kalikavu,
G10021,Thrikkalangode,
G10020,Pandikkad,
G10019,Porur,
G10018,Mampad,
G10017,Thiruvali,
G10016,Wandoor,
G10015,Chelembra,
G10014,Muthuvallur,
G10012,Pulikkal,
G10011,Vazhakkad,
G10010,Vazhayur,
G10009,Pallikkal,
G10008,Cherukavu,
G10006,Chaliyar,
G10005,Chungathara,
G10004,Moothedam,
G10003,Edakkara,
G10002,Pothukal,
G10001,Vazhikkadavu,
G01001,Parassala,
G01002,Karode,
G01003,Kulathoor,
G01004,Chenkal,
G01005,THIRUPURAM,
G01006,Poovar,
G01007,Vellarada,
G01008,Kunnathukal,
G01009,Kollayil,
G01010,Perumkadavila,
G01011,Aryankode,
G01012,Ottasekaramangalam,
G01013,Kallikkadu,
G01014,Amboori,
G01015,Athiyannoor,
G01016,Kanjiramkulam,
G01017,Karumkulam,
G01018,Kottukal,
G01019,Venganoor,
G01020,MARANALLUR,
G01021,BALARAMAPURAM,
G01022,PALLICHAL,
G01023,MALAYINKEEZHU,
G01024,VILAPPIL,
G01025,VILAVOORKAL,
G01026,KALLIYOOR,
G01027,ANDOORKONAM,
G01028,KADINAMKULAM,
G01029,MANGALAPURAM,
G01030,POTHENCODE,
G01031,AZHOOR,
G01032,Kattakada,
G01033,Vellanad,
G01034,Poovachal,
G01035,Aryanad,
G01036,Vithura,
G01037,Kuttichal,
G01038,Uzhamalakkal,
G01039,Tholicode,
G01040,Karakulam,
G01041,Aruvikkara,
G01042,Vembayam,
G01043,Anadu,
G01044,Panavoor,
G01045,Vamanapuram,
G01046,Manickal,
G01047,Nellanad,
G01048,Pullampara,
G01049,Nanniyode,
G01050,Peringammala,
G01051,Kallara,
G01052,Pangode,
G01053,Pulimath,
G01054,Karavaram,
G01055,Nagaroor,
G01056,Pazhayakunnummel,
G01057,Kilimanoor,
G01058,Navayikulam,
G01059,Madavoor,
G01060,Pallikkal,
G01061,Anchuthengu,
G01062,Vakkom,
G01063,Chirayinkeezhu,
G01064,Kizhuvilam,
G01065,Mudakkal,
G01066,Kadakkavoor,
G01067,Vettoor,
G01068,Cherunniyoor,
G01069,Edava,
G01070,Elakamon,
G01071,Chemmaruthy,
G01072,MANAMBOOR,
G01073,Ottoor,
G12002,Vellamunda,
G12003,Thirunelly,
G12004,Thondernadu,
G12005,Edavaka,
G12006,Thavinhal,
G12008,Noolpuzha,
G12009,Nenmeni,
G12010,Ambalavayal,
G12011,Meenangadi,
G12012,Vengappally,
G12013,Vythiri,
G12014,Pozhuthana,
G12015,Thariode,
G12016,Meppadi,
G12017,Muppainadu,
G12018,Kottathara,
G12019,Muttil,
G12020,Padinjarathara,
G12021,Panamaram,
G12022,Kaniyambetta,
G12023,Poothady,
G12024,Pulpally,
G12025,Mullankolly,
G10080,Nannambra,
G10081,Moonniyur,
G10082,Thenhippalam,
G10084,Vallikkunnu,
G10085,Peruvallur,
G10086,Purathur,
G10087,Mangalam,
G10088,Thriprangode,
G10089,Vettom,
G10090,Thalakkad,
G10091,Thirunavaya,
G10092,Thavanur,
G10093,Vattamkulam,
G10094,Edappal,
G10095,Kalady,
G10096,Alamkode,
G10097,Maranchery,
G10098,Nannamukku,
G10099,Perumbadappu,
G10100,Veliyancode,
